College Code,College Name,District,Pincode
621,Shri Angalamman College of Engineering and Technology Siruganoor Tiruchirapalli- Bank 6368307000 Name of the Principal DR W CHRIST RAJ A/c No. / Dean. Bank CANARA BANK KOOTHUR TRICHY Name Address. SIRUGANOOR TIRUCHIRAPPALLI Distance in KMS from Dist.HQ Nearest TIRUCHIRAPPALLI JUNCTION Taluk MANNACHANALLUR Railway Station Distance in KMS TIRUCHIRAPPALLI from Nearest Railway Station Minority No,District,621105
10000,Electricity 10000 10000 Charges Caution 10000 Deposit Establishment 10000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport 30000 Charges Max Transport 15000 Charges,Thiruvarur District,614403
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 22000 Charges,Thanjavur District,612501
2000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 30000 Charges Dhanalakshmi Srinivasan Engineering College Autonomous Thuraiyur Road Perambalur,District,621212
16,Caution SC No - Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 37500 Charges,Nagapattinam District,611002
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 15000 Charges J J College of Engineering and Technology Poolankulathupatti Post Thiruchirappalli,District,620009
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges Jayaram College of Engineering and Technology Karattampatti Pagalavadi Po Thuraivur,Thuraivur District,621014
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges,Tiruchirappalli District,621105
105,TAMILNADU - Bank 620405015748 Name of the Principal DR M SHANMUGAPRIYA A/c No. / Dean. Bank ICICI Name Address. TRICHY-CHENNAI TRUNK ROAD Distance in KMS SIRUGANUR TIRUCHIRAPPALLI from Dist.HQ Nearest SRIRANGAM Railway Station Taluk MANACHANNALLUR Distance in KMS TIRUCHIRAPPALLI Minority Yes Status,from Nearest Railway Station District,621105
5400,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 20000 Charges,Tiruchirappalli District,620007
3500,Electricity Charges Caution Deposit Establishment 10000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 22000 Charges,Pudukkottai District,622502
620,Oxford Engineering College Karumandapam Pirattiyur Trichy- Bank 052101000026307 Name of the Principal DR S PRABAKARAN A/c No. / Dean. Bank INDIAN OVERSEAS BANK Name Address. KARUMANDAPAM PIRATTIYUR TRICH Distance in KMS Y- from Dist.HQ Nearest TPJ JUNCTION Taluk TRICHY Railway Station Distance in KMS TIRUCHIRAPPALLI from Nearest Railway Station Minority No,District,620009
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges,Thanjavur District,613403
1000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 14000 Charges Pavendar Bharathidasan College of Engineering and Technology Pudukkottai Main Road,Tiruchirappalli District,622515
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 12000 Charges,Perambalur District,621212
0,Electricity Charges Caution Deposit Establishment 10000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport 25000 Charges Max Transport 25000 Charges,Tiruchirappalli District,620012
5000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 15000 Charges Max Transport 30000 Charges,Tiruchirappalli District,621132
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 18000 Charges A R J College of Engineering and Technology Mannargudi Taluk,Thiruvarur District,614001
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 22000 Charges Dr.Navalar Nedunchezhiyan College of Engineering Raja,Raja District,606303
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges St. Joseph s College of Engineering and Technology Elupatti Village Rawaspatti Post,Thanjavur District,613403
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 15000 Charges Max Transport 25000 Charges Kongunadu College of Engineering and Technology Autonomous Tholurpatti Thottiyam,Tiruchirappalli District,621215
2000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges M.A.M. College of Engineering and Technology Trichy-Chennai Trunk Road Siruganur,Tiruchirappalli District,621105
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 18000 Charges K Ramakrishnan College of Engineering Autonomous Kariyamanickam Road,Tiruchirappalli District,621112
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 28000 Charges Indra Ganesan College of Engineering Madurai Main Road Manikandam Tiruchirappalli,District,620012
5000,Electricity Charges Caution Deposit Establishment Charges Admission 10000 Fees Transport Facilities Yes Y/N Min Transport 12000 Charges Max Transport 25000 Charges Parisutham Institute of Technology and Science Ring Road Nanjikottai,Thanjavur District,613006
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 14000 Charges Max Transport 22000 Charges CARE College of Engineering Formerly C.A.R.E Group of Institutions Thayanoor,Tiruchirappalli District,620009
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges M R K Institute of Technology Nattarmangalam Village Kattumannarkoil Cuddalore,District,608306
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges Shivani Engineering College Trichy-Dindigul NH Road Poolangulathupatti Tiruchirappalli,Tiruchirappalli District,620009
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 15000 Charges,Tiruchirappalli District,621206
300,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 14000 Charges Mother Terasa College of Engineering and Technology Mettusalai Post and Taluk,Pudukkottai District,622102
5000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges Annai College of Engineering and Technology Anakudi Road Kovilacheri Kumbakonam,Thanjavur District,612503
200,Electricity Charges Caution 10000 Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 12500 Charges Vetri Vinayaha College of Engineering and Technology Namakkal-Trichy Main Road,Tiruchirappalli District,621215
3000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges Sri Bharathi Engineering College for Women Kaikkuruchi Village Alangudi Taluk,Pudukkottai District,622303
60,Facilities IT No - Accomodation Available No Yes for UG Permanent or Rental Not-Availab Permanent P/R le Type of Mess Not-Availab Both Veg/NV le Mess Bill - Room Rent - Electricity - Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 21000 Charges Mahath Amma Institute of Engineering and Technology MIET Ariyur Annavasal Road,Pudukkottai District,622101
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges As-Salam College of Engineering and Technology Thirumangalakudi Aduthurai,Thanjavur District,612102
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges Meenakshi Ramaswamy Engineering College Trichy Main Road Thathanur,Ariyalur District,621804
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges Sembodai Rukmani Varatharajan Engineering College Sembodai Village Vedaraniam,Nagappattinam District,614820
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 10000 Charges St. Anne s College of Engineering and Technology Anguchettypalayam Siruvathur Post,Cuddalore District,607110
1000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 23500 Charges,Pudukkottai District,613303
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 26000 Charges Mount Zion College of Engineering and Technology Pilivalam Post,Pudukkottai District,622507
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 20000 Charges,Pudukkottai District,622507
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 15000 Charges,Pudukkottai District,622501
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 28000 Charges,Pudukkottai District,622305
622,Post Pudukkottai - Bank 793604769 Name of the Principal DR K GANESH BABU A/c No. / Dean. Bank INDIAN BANK Name Address. LENA VILAKKU PILIVALAM POST Distance in KMS THIRUMAYAM TALUK from Dist.HQ PUDUKKOTTAI Nearest NAMANASAMUDRAM Railway Station Taluk THIRUMAYAM Distance in KMS PUDUKKOTTAI Minority No Status,from Nearest Railway Station District,622507
25,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 16000 Charges Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai,Tirunelveli District,627007
50,Electricity Charges Caution Deposit Establishment 16100 Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges University College of Engineering Nagercoil Nagercoil Industrial Estate Konam,Kanyakumari District,629004
600,Electricity Charges Caution Deposit Establishment 15000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges University V.O.C. College of Engineering Thoothukudi Near V.O.C. College Millerpuram,Thoothukudi District,628008
600,Electricity Charges Caution Deposit Establishment 16100 Charges Admission Fees Transport Facilities Yes Y/N Min Transport 18000 Charges Max Transport 20000 Charges Rohini College of Engineering & Technology Anjugramam-Kanyakumari Main Road,Kanyakumari District,629401
1200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10800 Charges Max Transport 30000 Charges Stella Mary s College of Engineering Arunthengan Vilai Azhikal Post Kanyakumari,District,629202
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges Universal College of Engineering and Technology Anbagam Campus Radhapuram Road,Tirunelveli District,627117
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges Renganayagi Varatharaj College of Engineering Salvarpatti Sivakasi,Virudhunagar District,626128
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 21000 Charges Lourdes Mount College of Engineering and Technology Marthandam-Karungal Road,Kanyakumari District,629195
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges Ramco Institute of Technology North venganallur Village Krishnapuram Panchayat,Virudhunagar District,626117
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 14000 Charges Max Transport 40000 Charges AAA College of Engineering and Technology Kamarajar Educational Road Amathur,Virudhunagar District,626005
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 24850 Charges Good Shepherd College of Engineering and Technology Maruthamparai Kanyakumari,District,629101
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 15000 Charges V V College of Engineering Arasoor Village Idaichivilai Post Santhakulam Taluk,Thoothukudi District,628656
84,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 33800 Charges,Virudhunagar District,626115
16,Caution SC No - Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 12000 Charges Max Transport 47000 Charges Maria College of Engineering and Technology Attoor Puliyamoodu Junction Thiruvattar,Kanyakumari District,629177
125,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 11500 Charges MAR Ephraem College of Engineering & Technology Malankara Hills Elavuvillai,Kanyakumari District,629171
200,Electricity Charges Caution 10000 Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 32000 Charges M E T Engineering College Mogals Garden Thovalai Village Aralvaimozhi Town,Kanyakumari District,629304
142,Address. NO. / A9/ MOGALS GARDEN Distance in KMS Bank 919010014022078 Name of the Principal DR P SENTHIL KUMAR A/c No. / Dean. Bank AXIS BANK Name THOVALAI VILLAGE ARALVAIMOZHI from Dist.HQ TOWN PANCHAYAT THOVALAI Nearest ARALVOIMOZHI,Nearest ARALVOIMOZHI District,629301
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 20000 Charges,Thoothukudi District,628005
100,Electricity Charges Caution Deposit Establishment 10000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 15000 Charges Immanuel Arasar J.J. College of Engineering Edavilagam Nattalam Marthandam,Marthandam District,629165
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges,Thoothukudi District,628102
150,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 22000 Charges Holy Cross Engineering College Vagaikulam Sri Mulakarai Srivaikuntam Thoothukudi,District,628851
131,Address. / HOLYCROSS NAGAR Distance in KMS Bank 111100710400171 Name of the Principal DR JERALD JEBAKUMAR S A/c No. / Dean. Bank TAMILNAD MERCANTILE BANK Name LTD SRIVAIKUNTAM VAGAIKULAM from Dist.HQ EXPRESS ROAD THANOOTHU Nearest THOOTHUKUDI VILLAGE Railway Station Distance in KMS THOOTHUKUDI Status Autonomous No,Taluk ERAL from Nearest Railway Station Minority No District,628851
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 22000 Charges Sivaji College of Engineering and Technology Manivilla Palulai Panchayat Vilavancode,Kanyakumari District,629171
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 24000 Charges,Thoothukudi District,628502
300,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 15000 Charges Arunachala College of Engineering for Women Thanka Gardens Manavilai Vellichanthai,Kanyakumari District,629203
60,Accomodation Available No Yes IT No - for UG Permanent or Rental Not-Availab Permanent P/R le Type of Mess Not-Availab Both Veg/NV le Mess Bill - 30000 Room Rent - 27000 Electricity - Charges Caution Deposit Establishment 20000 Charges Admission 10000 Fees Transport Facilities Yes Y/N Min Transport 11500 Charges Max Transport 48000 Charges,Kanyakumari District,629301
500,Electricity Charges Caution 10000 Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 12000 Charges Max Transport 27000 Charges,Kanyakumari District,629001
627,PSN Institute of Technology and Science Melathediyoor Tirunelveli- Bank 824121521 Name of the Principal DR M KATHIRVEL A/c No. / Dean. Bank INDIAN BANK TIRUNELVELI TOWN Name BRANCH Address. MELATHEDIYOOR Distance in KMS TIRUNELVELI Distance in KMS from Nearest Railway Station,from Dist.HQ Taluk PALAYAMKOTTAI Nearest TIRUNELVELI JUNCTION Railway Station District,627152
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 30000 Charges,Kanyakumari District,629302
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges,Tirunelveli District,627114
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 18000 Charges,Thoothukudi District,628215
2750,Electricity Charges Caution Deposit Establishment 10500 Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 22518 Charges Francis Xavier Engineering College Autonomous Vannarpettai,Tirunelveli District,627003
450,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 14000 Charges Max Transport 40000 Charges Jayamatha Engineering College Aralvaimozhi,Kanyakumari District,629301
300,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 10374 Charges,Thoothukudi District,628617
0,Electricity Charges Caution Deposit Establishment 10000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25000 Charges Kamaraj College of Engineering and Technology Autonomous,Virudhunagar District,626001
0,Electricity Charges Caution Deposit Establishment 10000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport 16000 Charges Max Transport 42000 Charges Nellai College of Engineering Formerly National College of Engineering Maruthakulam,Tirunelveli District,627151
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges,Thoothukudi District,628503
627,Tirunelveli- Bank 779364086 Name of the Principal DR V MANIKANDAN A/c No. / Dean. Bank INDIAN BANK Name Address. MELATHEDIYOOR PALAYAMKOTTAI Distance in KMS TALUK TIRUNELVELI from Dist.HQ Nearest TIRUNELVELI JUNCTION Taluk PALAYAMKOTTAI Railway Station Distance in KMS TIRUNELVELI from Nearest Railway Station Minority No,District,627152
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 32500 Charges P S R Engineering College Autonomous Appayanaickenpatti Sevalpatty Virudhunagar,District,626140
1000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 20000 Charges Max Transport 25000 Charges,Tirunelveli District,627117
375,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 36300 Charges S Veerasamy Chettiar College of Engineering and Technology Puliangudi Post Tenkasi,District,627855
2000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 27225 Charges,Tenkasi District,627808
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 25000 Charges Max Transport Charges SCAD College of Engineering and Technology Cheranmahadevi,Tirunelveli District,627414
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 40000 Charges Sree Sowdambika College of Engineering Aruppukkottai Taluk,Virudhunagar District,626134
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 26000 Charges St. Xavier s Catholic College Of Engineering Autonomous Chunkankadai Nagercoil Kanyakumari,4971 Kanyakumari District,629003
650,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 30000 Charges AMRITA College of Engineering and Technology Erachakulam Post Kanyakumari,District,629902
210,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 48000 Charges,Tirunelveli District,627007
90,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges,Thoothukudi District,628251
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 20000 Charges Infant Jesus College of Engineering Thoothukudi Highway NH7/A,Thoothukudi District,628851
300,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 14000 Charges Max Transport 28000 Charges,Kanyakumari District,629151
800,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 23000 Charges,Kanyakumari District,629204
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 38000 Charges,Tirunelveli District,627012
300,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 15000 Charges Max Transport 35000 Charges Ponjesly College of Engineering Vettornimadam Post Nagercoil,Kanyakumari District,629003
003,ENGINEERING NAGERCOIL Bank 919010037909464 Name of the Principal DR G NATARAJAN M E PH D A/c No. / Dean. Bank AXIS BANK Name Address. PONJESLY COLLEGE OF Distance in KMS from Dist.HQ Nearest NAGERCOIL TOWN Taluk AGASTEESWARAM Railway Station Distance in KMS KANNIYAKUMARI from Nearest Railway Station Minority Yes,District,629003
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 36000 Charges Vins Christian College of Engineering Chunkankadai Post Nagercoil,Kanyakumari District,629807
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 19000 Charges Lord Jegannath College of Engineering and Technology Kumarapuram Thoppur Post,Kanyakumari District,629402
1200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 23000 Charges Marthandam College of Engineering & Technology Kuttakuzhi Veeyanoor Post,Kanyakumari District,629177
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 24000 Charges,Tirunelveli District,627152
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 30000 Charges,Kanyakumari District,629157
100,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 35000 Charges Loyola Institute of Technology and Science Loyola Nagar P B No. Thovalai,Kanyakumari District,629302
900,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 40000 Charges J P College of Engineering College Road Ayakudy Tenkasi Taluk,Tenkasi District,627852
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 24000 Charges P.S.R.R College of Engineering Appayanaickenpatti Sevalpatti,Virudhunagar District,626140
1000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 20000 Charges Max Transport 25000 Charges Sri Vidya College of Engineering and Technology Sivakasi Main Road P,Virudhunagar District,626005
300,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 12500 Charges Max Transport 22000 Charges Mahakavi Bharathiyar College of Engineering and Technology Vasudevanallur Tenkasi,District,627758
150,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 15000 Charges Annai Vailankanni College of Engineering Pothaiyadi Salai Pottalkulam,Kanyakumari District,629401
150,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 23000 Charges Thiagarajar College of Engineering Autonomous Tirupparankundram,Madurai District,625015
300,Electricity Charges Caution Deposit Establishment 22500 Charges Admission Fees Transport Facilities Yes Y/N Min Transport 21000 Charges Max Transport 30000 Charges Government College of Engineering Melachokkanathapuram Bodinayakkanur Theni,District,625582
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges Anna University Regional Campus - Madurai Kanyakumari National Highway,Madurai District,625019
1100,Electricity Charges Caution Deposit Establishment 15000 Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges,Sivagangai District,630006
6000,Electricity Charges Caution Deposit Establishment 19000 Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges University College of Engineering Ramanathapuram Pullangudi,Ramanathapuram District,623513
50,Electricity Charges Caution Deposit Establishment 16100 Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges University College of Engineering Dindigul Mangarai Pirivu Reddiyarchathiram Dindigul,District,624622
600,Electricity Charges Caution Deposit Establishment 15000 Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges Sri Raajaraajan College of Engineering & Technology Amaravathi Village Amaravathi,Sivagangai District,630301
300,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport Charges SSM Institute of Engineering and Technology Kuttathupatti Village Sindalaigundu Post,Dindigul District,624002
250,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 23000 Charges,Madurai District,625122
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 21000 Charges Karaikudi Institute of Technology and Karaikudi Institute of Management KIT & KIM,Sivagangai District,630307
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 15000 Charges Mangayarkarasi College of Engineering First Street Mangayarkarasi Nagar Paravai,Madurai District,625402
1,Address. ---MANGAYARKARASI Bank 919010017047382 Name of the Principal DR J KARTHIKEYAN A/c No. / Dean. Bank AXIS BANK Name Distance in KMS NAGAR PARAVAI from Dist.HQ Nearest MADURAI JUNCTION Taluk MADURAI NORTH Railway Station Distance in KMS MADURAI from Nearest Railway Station Minority No,District,625402
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 10000 Charges Jainee College of Engineering and Technology Dindigul-Theni Main Road Near,Dindigul District,624303
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 16000 Charges,Dindigul District,624619
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 12500 Charges Max Transport 25000 Charges N P R College of Engineering and Technology Autonomous Natham Dindigul,Dindigul District,624401
280,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 14000 Charges Max Transport 22000 Charges Madurai Institute of Engineering and Technology Pottapalayam Village Manamadurai,Sivagangai District,630611
400,Electricity Charges Caution Deposit Establishment 12000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport 12000 Charges Max Transport 21000 Charges,N) Min Transport 12000 Charges Max Transport 21000 Charges 388 District,624708
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 15000 Charges R V S Educational Trusts Groups of Institutions Integrated Campus N Paraipatti Post,Dindigul District,624005
0,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 38500 Charges Max Transport Charges Nadar Saraswathi College of Engineering and Technology Vadupudupatti Annanji Post,Theni District,625531
200,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport Charges Max Transport 25080 Charges Alagappa Chettair Government College of Engineering and Technology Autonomous,Sivagangai District,630004
003,TAMILNADU - . Bank 37095599327 Name of the Principal DR P K PALANI A/c No. / Dean. Bank SBI KARAIKUDI Name Address. ALAGAPPA CHETTIAR GOVERNMENT Distance in KMS COLLEGE OF ENGINEERING AND from Dist.HQ TECHNOLOGY AUTONOMOUS Nearest KARIAIKUDI JUNCTION KARAIKUDI TK . SIVAGANGAI DT . Railway Station Distance in KMS SIVAGANGAI Autonomous Yes Status,from Nearest Railway Station Taluk KARAIKUDI Minority No Status District,630003
